"","x"
"190",12.563747089802
"191",12.6603279178078
"192",12.1226910365911
"193",12.1652506510099
"194",11.7752897294377
"195",11.7519423654407
"196",11.9083402372249
"197",12.6503481262032
"198",12.3673407931263
"199",11.5521461781235
"200",12.5241626741533
"201",11.8493977015914
"202",12.0523385455881
"203",11.6262541502772
"204",11.9117015849276
"205",11.6082356447746
"206",12.1034860567551
"207",11.8768738928755
"208",11.8565151693603
"209",12.5317727851695
"210",11.8844890214027
"211",11.4927227576527
"212",12.1335019526953
"213",12.4398712298317
"214",11.9576112862317
"215",11.9938072123631
"216",11.808947661697
"217",12.2548628096996
"218",11.580584113444
"219",12.6491546172096
"220",12.0271851854705
"221",12.230277334227
"222",12.2060726455302
"223",12.1001564199386
"224",11.4824662574855
"225",12.8642401071941
"226",11.6262541502772
"227",12.5776362019627
"228",11.5711943730942
"229",11.7360690162844
"230",12.16785143271
"231",11.9049675527463
"232",12.9066918409288
"233",11.4563551134818
"234",11.7613468234687
"235",12.2853458264247
"236",11.4019939042629
"237",12.1308101610296
"238",12.1781874420406
"239",12.6698066617623
"240",11.6351430976945
"241",12.4780063610138
"242",11.6127707999399
"243",11.2772031314492
"244",11.6952470217642
"245",12.2307652581205
"246",12.3946247520748
"247",11.8277362048103
"248",11.8493977015914
"249",12.1007121298723
"250",12.5317727851695
"251",11.2450460198146
"252",12.3673407931263
"253",12.0610468734799
"254",11.9703503120091
"255",11.8844890214027
"256",12.3458345879053
"257",12.2428866186529
"258",12.3013828253345
"259",12.3523351525084
"260",11.4824662574855
"261",12.0782392740203
"262",12.5281561446993
"263",11.9250351157971
"264",11.7752897294377
"265",11.1982147201305
"266",12.0753943218881
"267",12.1281111040605
"268",12.0979304869105
"269",11.6994050319128
"270",11.9049675527463
"271",12.4912515877638
"272",12.3946247520748
"273",12.5776362019627
"274",11.8422292121128
"275",11.7320609948869
"276",12.2307652581205
"277",12.2110601870412
"278",11.8565151693603
"279",12.9367516138114
"280",12.1652506510099
"281",12.3392914893164
"282",12.1281111040605
"283",12.2428866186529
"284",12.4073795022352
"285",12.096257779523
"286",12.0118809161657
"287",11.9766594812024
"288",11.3850920934603
"289",11.7117763237154
"290",11.9419443260321
"291",12.3597803701244
"292",11.8196746001392
"293",11.7829526021833
"294",12.3673407931263
"295",12.0257490913989
"296",11.8670972786908
"297",11.9316357998284
"298",12.3842188309136
"299",12.0725412529057
"300",11.9735098722995
"301",11.9640010843304
"302",12.4950039373824
"303",12.2307652581205
"304",11.9177236840907
"305",12.594730635322
"306",12.631013530139
"307",12.3238556811866
"308",11.4019939042629
"309",11.3205535723228
"310",12.7938593104323
"311",12.0173305209333
"312",11.7905572015685
"313",11.6944133410156
"314",12.8346813049525
"315",12.0895388292742
"316",12.1468532858702
"317",12.4684369099977
"318",12.5061772379805
"319",12.4684369099977
"320",12.1415341243926
"321",12.7444443677961
"322",12.7770521921159
"323",12.614865543731
"324",11.7454251112085
"325",12.3966930051388
"326",11.3736633976367
"327",12.6884987947745
"328",11.8862116747142
"329",12.2760650173502
"330",11.2644641056717
"331",11.6868787720937
"332",11.8422292121128
"333",12.5567295171433
"334",12.2404740722475
"335",12.1652506510099
"336",12.3412589180852
"337",12.8411298019654
"338",12.273731294004
"339",12.2184951655287
"340",11.9511803959014
"341",12.2204685258139
"342",11.3144745262464
"343",11.3793940723457
"344",12.4912515877638
"345",11.3504065354725
"346",11.8508252535826
"347",11.9283409039316
"348",11.9671807372478
"349",11.9447078813958
"350",12.9880408147445
"351",12.6699984672658
"352",12.1547793511426
"353",11.4616321705827
"354",11.5702505315895
"355",11.8493977015914
"356",12.0867258878976
"357",12.0610468734799
"358",11.805595078933
"359",11.7752897294377
"360",12.5425448821514
"361",11.9576112862317
"362",11.8844890214027
"363",12.1985443791094
"364",11.6784399034478
"365",12.1547793511426
"366",11.8981878657609
"367",11.9766594812024
"368",12.0137007528827
"369",11.7905572015685
"370",11.9953516142145
"371",12.0575726372117
"372",11.8088137739691
"373",11.7360690162844
"374",11.7199396343546
"375",12.2991075114974
"376",11.0186291431554
"377",11.9049675527463
"378",12.7367008965923
"379",12.8852020343219
"380",12.0951410848229
"381",11.7519423654407
"382",12.1428665696264
"383",12.2713921116508
"384",11.2384886192685
"385",12.3883942023241
"386",12.1652506510099
"387",11.3022044336546
"388",11.7360690162844
"389",12.1600287070288
"390",12.9621946252515
"391",11.6868787720937
"392",12.2783933071098
"393",11.5759002641316
"394",11.5129254649702
"395",11.5991031612113
"396",11.7675676833438
"397",11.7199396343546
"398",12.0406082058026
"399",11.1124478983731
"400",12.3925522124728
"401",12.4110522262167
"402",12.0136401449855
"403",11.5898865061064
"404",12.4607148639038
"405",12.0317192583854
"406",11.9183905730784
"407",11.6526874073454
"408",12.083905011556
"409",12.5425448821514
"410",12.7359653320134
"411",11.0020998412042
"412",11.8844890214027
"413",12.3104326608544
"414",11.6526874073454
"415",12.3371009079366
"416",12.1069923678295
"417",11.9150516718129
"418",12.3842188309136
"419",11.7440371859336
"420",11.8635823365834
"421",12.2370866990593
"422",12.2783933071098
"423",11.6351430976945
"424",12.6603279178078
"425",11.8422292121128
"426",11.8130300574206
"427",12.5245263766487
"428",11.5991765530135
"429",12.1828040185908
"430",12.0725412529057
"431",11.3551013797767
"432",11.2885311317544
"433",11.7158663089669
"434",12.106252310248
"435",11.3022044336546
"436",12.2643415536542
"437",11.6613454700885
"438",11.6868787720937
"439",11.4114462960204
"440",11.6082356447746
"441",13.2267233927286
"442",11.6784399034478
"443",12.0008917945901
"444",12.0581525154536
"445",12.2548628096996
"446",11.7558716435806
"447",12.1547793511426
"448",12.2055725204885
"449",11.6910716503537
"450",11.6952470217642
"451",11.6082356447746
"452",12.5425448821514
"453",12.2258752728264
"454",12.2548628096996
"455",12.1441972418121
"456",12.0753943218881
"457",11.4927227576527
"458",12.4529327234617
"459",11.9891596439666
"460",11.6082356447746
"461",12.4815619372163
"462",11.9511803959014
"463",11.0410480813427
"464",12.1479137313566
"465",11.7280368445872
"466",12.0936875149354
"467",12.0257490913989
"468",11.8947807074393
"469",12.4292161968444
"470",12.1388638958367
"471",12.2643415536542
"472",12.1547793511426
"473",11.9049675527463
"474",12.9945300058944
"475",12.4332082181139
"476",11.7943379244084
"477",12.2496109475447
"478",12.8479265317026
"479",12.6014874177848
"480",11.40166982941
"481",12.6946526603488
"482",12.8320110763967
"483",11.9511803959014
"484",12.0076217068063
"485",11.7943379244084
"486",11.8981878657609
"487",11.9576112862317
"488",12.0725412529057
"489",11.982929094216
"490",11.3621025752356
"491",11.6526874073454
"492",11.7981044072039
"493",12.0598033260287
"494",11.9511803959014
"495",11.4219060665831
"496",10.4602421081905
"497",12.9715404876697
"498",12.1226910365911
"499",11.7752897294377
"500",11.6952470217642
"501",11.6351430976945
"502",12.3313828364956
"503",11.8493977015914
"504",12.5741819670946
"505",11.8981878657609
"506",11.7320609948869
"507",12.2783933071098
"508",12.2467346272491
"509",11.9891596439666
"510",11.7320609948869
"511",12.0130945085477
"512",12.2193096485622
"513",11.7745202026587
"514",11.805595078933
"515",11.4772982873271
"516",12.9063468682812
"517",11.9703503120091
"518",12.4874851049684
"519",12.2596134124582
"520",12.3630763943398
"521",11.5735500867867
"522",11.9183905730784
"523",11.9766594812024
"524",12.6627060402127
"525",12.0782392740203
"526",11.7905572015685
"527",13.0086592616321
"528",11.3621025752356
"529",12.2091877884303
"530",12.0725412529057
"531",11.7597855429018
"532",11.5852461265499
"533",10.5789797978574
"534",12.0895388292742
"535",11.5852461265499
"536",12.1441972418121
"537",11.6195352000285
"538",11.9703503120091
"539",12.5135573452781
"540",12.6603279178078
"541",12.4211840251471
"542",12.2702204653539
"543",11.7981044072039
"544",12.0988492847421
"545",12.3414772825364
"546",12.2548628096996
"547",11.7714361601217
"548",11.7360690162844
"549",12.4799093111599
"550",11.8493977015914
"551",11.6307085006266
"552",12.4509776886259
"553",11.5898865061064
"554",12.5567295171433
"555",11.6351430976945
"556",11.8565151693603
"557",11.5898865061064
"558",12.0725412529057
"559",12.3630763943398
"560",11.7076695417627
"561",12.0435537160324
"562",11.5898865061064
"563",12.1281111040605
"564",12.498742259493
"565",11.7597855429018
"566",12.6915804613119
"567",12.273731294004
"568",12.665394426429
"569",11.8201160038101
"570",11.8677987869623
"571",11.6952470217642
"572",12.3216309861644
"573",12.0435537160324
"574",11.8422292121128
"575",11.6826682395573
"576",11.8844890214027
"577",12.0106658491876
"578",11.8913619006905
"579",11.7867621306
"580",12.1112123645062
"581",12.4423022003927
"582",11.6826682395573
"583",12.6915804613119
"584",11.7981044072039
"585",12.8209879778205
"586",11.7752897294377
"587",11.8277362048103
"588",11.870599909242
"589",11.2835123006424
"590",12.1329641737095
"591",13.0213268332266
"592",11.8350089641393
"593",11.8493977015914
"594",11.6082356447746
"595",12.672946381767
"596",11.6483650358641
"597",12.1766489841567
"598",12.2899541295109
"599",11.9250351157971
"600",12.5245263766487
"601",11.8565151693603
"602",12.3013828253345
"603",11.9250351157971
"604",12.3059179804999
"605",12.2307652581205
"606",11.9316357998284
"607",12.3238556811866
"608",12.7913561802142
"609",11.6826682395573
"610",12.6539584695223
"611",11.9049675527463
"612",12.4741895624871
"613",11.8981878657609
"614",11.2318879352371
"615",11.8313791960888
"616",12.1183337312222
"617",11.5664662318983
"618",12.6597340907337
"619",12.6280670555895
"620",11.1124478983731
"621",12.3883942023241
"622",11.8130300574206
"623",12.0346910287746
"624",12.0146094308189
"625",11.982929094216
"626",11.8486831606536
"627",11.9381932003746
"628",11.8130300574206
"629",12.0346910287746
"630",11.7280368445872
"631",12.2524790183443
"632",11.3205535723228
"633",11.8451027773086
"634",11.8775685785581
"635",12.2060726455302
"636",11.0020998412042
"637",11.4403547721354
"638",11.3504065354725
"639",12.4858271275094
"640",12.5208833853702
"641",12.3282902782544
"642",12.7512996960135
"643",11.9316357998284
"644",12.8236284465392
"645",11.872346634577
"646",11.4957793061353
"647",11.9511803959014
"648",11.9511803959014
"649",11.3445068133453
"650",12.2353886998642
"651",11.5898865061064
"652",12.1600287070288
"653",11.8130300574206
"654",12.7656884334656
"655",11.3850920934603
"656",11.8879313655937
"657",11.9117015849276
"658",11.4876076569859
"659",12.0257490913989
"660",12.1955171315907
"661",12.9042073676012
"662",11.6082356447746
"663",11.8313791960888
"664",12.9551274580284
"665",12.3480061414188
"666",11.7675676833438
"667",12.173032791452
"668",12.0317192583854
"669",11.8313791960888
"670",12.0639328783691
"671",11.5482926088075
"672",12.0137007528827
"673",12.4587749990859
"674",11.8493977015914
"675",11.9083402372249
"676",11.3736633976367
"677",11.6036798282387
"678",12.8279923168018
"679",11.7636841833174
"680",11.870599909242
"681",11.9793853224676
"682",12.0610468734799
"683",12.5602444592508
"684",12.3059179804999
"685",12.2428866186529
"686",12.336552511981
"687",11.9103584013811
"688",12.8790171187726
"689",12.1792151913603
"690",11.8565151693603
"691",13.5344730282312
"692",12.7218858108072
"693",11.5943211031742
"694",11.8600549960654
"695",12.0782392740203
"696",11.3963916487143
"697",11.7239964350502
"698",11.8386256046095
"699",12.1858699382127
"700",12.6523597481586
"701",11.8493977015914
"702",12.7991757088645
"703",11.8493977015914
"704",12.2690474446916
"705",10.9150884642146
"706",12.618182296357
"707",12.4450895460007
"708",12.0981533033107
"709",11.6073261403917
"710",10.8589989975636
"711",11.5403071417114
"712",12.1495022940418
"713",11.7675676833438
"714",11.7791285057449
"715",12.0137007528827
"716",11.979799201207
"717",11.9640010843304
"718",12.7396377562657
"719",11.7636841833174
"720",12.5245263766487
"721",11.870599909242
"722",11.7320609948869
"723",11.8130300574206
"724",12.6760762747759
"725",11.6994050319128
"726",12.3104326608544
"727",12.1781874420406
"728",11.6082356447746
"729",11.5424842672118
"730",12.3737034869141
"731",12.1415341243926
"732",12.3126823805884
"733",11.7860013850326
"734",11.5898865061064
"735",12.0015054797889
"736",11.4457167152768
"737",12.3879774488278
"738",12.0951410848229
"739",12.1547793511426
"740",11.7905572015685
"741",11.8635823365834
"742",12.0951410848229
"743",12.0725412529057
"744",12.1007121298723
"745",12.6108708646506
"746",12.3715870840077
"747",12.4911726372789
"748",12.4699741893166
"749",11.4927227576527
"750",11.4772982873271
"751",11.9953516142145
"752",12.2876526325226
"753",12.5263429075751
"754",11.9576112862317
"755",12.0581525154536
"756",12.2643415536542
"757",11.9760303525248
"758",12.0973732286068
"759",12.5776362019627
"760",11.7558716435806
"761",11.5129254649702
"762",12.2793231072698
"763",12.7278382093345
"764",12.5061772379805
"765",12.4842042571701
"766",12.1884177102915
"767",11.982929094216
"768",12.2869011981928
"769",13.1956138391439
"770",11.8122890421958
"771",11.5327280922664
"772",11.580584113444
"773",11.6483301019764
"774",12.8866410438833
"775",11.9953516142145
"776",12.3081778684673
"777",11.8670972786908
"778",11.8775685785581
"779",11.8130300574206
"780",12.0782392740203
"781",12.0776709307256
"782",12.1393985122622
"783",12.0167264737993
"784",11.7597855429018
"785",11.9922604216448
"786",11.8422292121128
"787",12.3587937325478
"788",11.5889601512462
"789",12.1415341243926
"790",11.9841783136164
"791",11.8968263951626
"792",12.5053991575767
"793",12.3238556811866
"794",12.1781874420406
"795",12.0494188354848
"796",11.8740903141818
"797",11.6082356447746
"798",13.0919041699196
"799",12.0725412529057
"800",12.2060726455302
"801",11.6073261403917
"802",12.1495022940418
"803",13.2758275359155
"804",11.6784399034478
"805",12.3356964133237
"806",11.8167269193019
"807",12.3171666930358
"808",11.9826165453777
"809",11.5711943730942
"810",12.106252310248
"811",11.8810347865346
"812",10.9329819619041
"813",11.9697172002437
"814",11.6613454700885
"815",12.3234111379474
"816",11.8277362048103
"817",12.5098740998618
"818",11.9511803959014
"819",12.3194013308372
"820",12.1172414318236
"821",11.4403547721354
"822",12.3238556811866
"823",11.8458198802436
"824",12.3570755190667
"825",12.8609986132699
"826",11.6036798282387
"827",12.1495022940418
"828",12.1281111040605
"829",11.9009052587374
"830",12.0197430673387
"831",11.9250351157971
"832",12.3758154201173
"833",12.0257490913989
"834",11.8490404949436
"835",11.7597855429018
"836",11.9414558460094
"837",11.5129254649702
"838",11.8775685785581
"839",11.7791285057449
"840",11.8493977015914
"841",11.9671807372478
"842",12.0719696610067
"843",11.8565151693603
"844",11.944058319827
"845",12.0494188354848
"846",12.2690474446916
"847",11.8018567568224
"848",12.3883942023241
"849",12.1388638958367
"850",11.7867621306
"851",12.2783933071098
"852",12.0076217068063
"853",11.9703503120091
"854",12.0435537160324
"855",11.7519423654407
"856",11.8981878657609
"857",12.0668105781967
"858",11.9316357998284
"859",12.4292161968444
"860",12.1545161586158
"861",11.7867621306
"862",11.9316357998284
"863",11.7943379244084
"864",12.4315335097995
"865",11.9083402372249
"866",12.4248064883557
"867",11.7675676833438
"868",12.0376539939052
"869",12.3715870840077
"870",11.6036798282387
"871",12.2085695257288
"872",11.6613454700885
"873",11.7981044072039
"874",11.1049572266439
"875",12.623061104073
"876",11.7924493497205
"877",12.7656884334656
"878",11.9049675527463
"879",11.8240798936072
"880",11.9640010843304
"881",12.1415341243926
"882",12.0895388292742
"883",11.6826682395573
"884",11.5129254649702
"885",12.7035090321771
"886",11.8844890214027
"887",11.8167269193019
"888",12.498742259493
"889",11.9150516718129
"890",11.7191262955541
"891",12.0581525154536
"892",11.9479493753199
"893",12.0137007528827
"894",11.6856847822605
"895",11.8493977015914
"896",11.5759002641316
"897",11.8702711838891
"898",13.3239269468631
"899",11.8130300574206
"900",11.6082356447746
"901",11.9381932003746
"902",12.1007121298723
"903",12.3883942023241
"904",11.740061037554
"905",11.7597855429018
"906",12.4490188241406
"907",12.4292161968444
"908",11.7829526021833
"909",12.0668105781967
"910",11.9466540383513
"911",11.8740903141818
"912",11.3850920934603
"913",11.8844890214027
"914",12.0652749169136
"915",11.2252433925184
"916",10.4719498091105
"917",11.8130300574206
"918",12.3800259526536
"919",12.0810761553555
"920",12.2110601870412
"921",11.8906767345109
"922",12.0434948907728
"923",12.170445467887
"924",12.2428866186529
"925",12.0725412529057
"926",12.5602444592508
"927",12.0782392740203
"928",12.3737034869141
"929",12.3104326608544
"930",12.2110601870412
"931",11.6741936125664
"932",12.6760762747759
"933",12.1547793511426
"934",12.3966930051388
"935",11.2885311317544
"936",12.1275704173752
"937",12.4411447677097
"938",12.3875563514251
"939",12.4065615062796
"940",11.9243726447559
"941",12.273731294004
"942",11.9183905730784
"943",11.870599909242
"944",11.8313791960888
"945",11.7352686961137
"946",11.870599909242
"947",12.5061772379805
"948",12.16785143271
"949",12.1934938633233
"950",11.7675676833438
"951",11.6944133410156
"952",11.8048485316793
"953",12.0552497557956
"954",11.7558716435806
"955",11.8844890214027
"956",11.7280368445872
"957",11.7905572015685
"958",12.1281111040605
"959",11.9511803959014
"960",11.6656465519879
"961",12.5135573452781
"962",11.9511803959014
"963",12.3842188309136
"964",12.2779280826306
"965",12.0945822694968
"966",11.982929094216
"967",11.8130300574206
"968",10.5427063910705
"969",11.8493977015914
"970",11.8130300574206
"971",12.0610468734799
"972",11.5079129231467
"973",12.1117619660589
"974",12.0287386302473
"975",12.0137007528827
"976",11.3562716549249
"977",12.2055725204885
"978",11.6082356447746
"979",11.8422292121128
"980",12.091783499128
"981",12.7248664389453
"982",11.9822726287897
"983",12.4525420221479
"984",11.7440371859336
"985",11.7360690162844
"986",11.6699292137799
"987",12.887127001736
"988",12.1807548375459
"989",12.1909590077201
"990",12.7599577587566
"991",12.0317192583854
"992",12.1388638958367
"993",12.0662357003424
"994",12.7293207892947
"995",11.7084922485142
"996",11.8240798936072
"997",12.1281111040605
"998",11.418614785499
"999",12.2356314477717
"1000",11.3144745262464
"1001",11.3621025752356
"1002",12.3544926506484
"1003",11.8270425336191
"1004",12.106252310248
"1005",11.9177236840907
"1006",12.0045682693194
"1007",11.3850920934603
"1008",12.3883942023241
"1009",11.5327280922664
"1010",11.8130300574206
"1011",11.5129254649702
"1012",12.0137007528827
"1013",11.3504065354725
"1014",11.6885580336134
"1015",12.3327052964635
"1016",12.2209612580239
"1017",12.1415341243926
"1018",11.982929094216
"1019",12.2713452721464
"1020",12.0782392740203
"1021",12.1756134380455
"1022",11.3736633976367
"1023",12.1600287070288
"1024",12.5672374947418
"1025",11.6307085006266
"1026",12.0287386302473
"1027",12.5881906521085
"1028",11.5617156291397
"1029",11.6784399034478
"1030",11.982929094216
"1031",12.1909590077201
"1032",12.6443275764613
"1033",12.3458345879053
"1034",11.6931615152732
"1035",11.3385720778255
"1036",12.6619139609634
"1037",12.5672374947418
"1038",11.4824662574855
"1039",11.289781913656
"1040",11.9511803959014
"1041",12.0610468734799
"1042",12.1858699382127
"1043",12.4771679143776
"1044",12.5353763926728
"1045",11.8465364693104
"1046",13.2295679916666
"1047",11.8844890214027
"1048",11.6526874073454
"1049",11.3492293722994
"1050",12.0809911659083
"1051",12.2067773971344
"1052",12.0137007528827
"1053",11.8810347865346
"1054",12.4490188241406
"1055",12.1007121298723
"1056",12.1326951757254
"1057",12.4211840251471
"1058",12.7218858108072
"1059",12.3013828253345
"1060",12.2713921116508
"1061",11.3022044336546
"1062",11.4075649493124
"1063",11.6127707999399
"1064",11.9447078813958
"1065",12.7007688873663
"1066",12.0895388292742
"1067",12.0311238430656
"1068",11.9276806199855
"1069",11.8130300574206
"1070",11.8130300574206
"1071",11.9447078813958
"1072",11.4240942512636
"1073",11.979799201207
"1074",12.1756134380455
"1075",12.2991075114974
"1076",12.0435537160324
"1077",11.8407893270548
"1078",11.9569700550459
"1079",11.7440371859336
"1080",11.8844890214027
"1081",11.7981044072039
"1082",12.1652506510099
"1083",11.982929094216
"1084",12.1415341243926
"1085",11.8981878657609
"1086",11.3326019108389
"1087",12.4371843664936
"1088",11.8313791960888
"1089",12.1909590077201
"1090",11.4392789248019
"1091",11.982929094216
"1092",11.8240798936072
"1093",11.8913619006905
"1094",11.7675676833438
"1095",12.0806908119985
"1096",11.7519423654407
"1097",12.0435537160324
"1098",11.7597855429018
"1099",11.9640010843304
"1100",11.0020998412042
"1101",11.6910716503537
"1102",11.8130300574206
"1103",11.979799201207
"1104",11.5711943730942
"1105",12.6915804613119
"1106",12.1001564199386
"1107",12.5235258763151
"1108",12.106252310248
"1109",12.5425448821514
"1110",12.1441972418121
"1111",12.2307652581205
"1112",11.7745202026587
"1113",11.809319478024
"1114",11.6699292137799
"1115",12.6698066617623
"1116",12.1232343672212
"1117",11.7752897294377
"1118",11.8493977015914
"1119",11.80335376309
"1120",11.681824001432
"1121",12.2685778508816
"1122",11.6262541502772
"1123",11.6784399034478
"1124",12.0070117647319
"1125",11.6526874073454
"1126",12.0668105781967
"1127",12.4645833406817
"1128",12.2783933071098
"1129",11.8493977015914
"1130",11.8130300574206
"1131",11.4457167152768
"1132",11.6741936125664
"1133",12.3863086958331
"1134",12.0376539939052
"1135",11.5327280922664
"1136",11.6868787720937
"1137",11.4510500612521
"1138",12.1858699382127
"1139",11.8775685785581
"1140",11.8422292121128
"1141",12.1934938633233
"1142",12.9595385187621
"1143",11.289781913656
"1144",11.289781913656
"1145",11.9117015849276
"1146",12.1007121298723
"1147",12.0696800206246
"1148",11.6690741474602
"1149",11.870599909242
"1150",11.7280368445872
"1151",11.9177236840907
"1152",12.3458345879053
"1153",11.6994050319128
"1154",12.2150323869016
"1155",12.2922503417712
"1156",12.1001564199386
"1157",12.3458345879053
"1158",12.3678853256926
"1159",12.1281111040605
"1160",11.8913619006905
"1161",12.3194013308372
"1162",11.7675676833438
"1163",11.5987269436613
"1164",12.1756134380455
"1165",12.359523080243
"1166",12.410441041518
"1167",12.0610468734799
"1168",12.3673407931263
"1169",13.3455069287185
"1170",12.0494188354848
"1171",12.0015054797889
"1172",12.0546681913709
"1173",12.2085695257288
"1174",12.3842188309136
"1175",12.5602444592508
"1176",11.6910716503537
"1177",11.6526874073454
"1178",11.950535026405
"1179",11.4403547721354
"1180",12.4292161968444
"1181",12.8802918162046
"1182",13.5211394973617
"1183",11.6952470217642
"1184",12.1372583295298
"1185",11.5607627943844
"1186",11.4616321705827
"1187",12.4760997827432
"1188",12.1807548375459
"1189",12.1495022940418
"1190",12.0317192583854
"1191",12.0668105781967
"1192",11.7360690162844
"1193",12.0137007528827
"1194",11.9703503120091
"1195",12.0782392740203
"1196",12.2977854534534
"1197",11.8775685785581
"1198",12.0895388292742
"1199",11.9049675527463
"1200",11.6617764117026
"1201",12.1955171315907
"1202",11.6699292137799
"1203",12.2690474446916
"1204",11.9414558460094
"1205",12.5131896306206
"1206",11.580584113444
"1207",12.2060726455302
"1208",11.8493977015914
"1209",12.5776362019627
"1210",12.1495022940418
"1211",12.0076217068063
"1212",11.6351430976945
"1213",11.8844890214027
"1214",11.809319478024
"1215",11.7360690162844
"1216",11.6262541502772
"1217",12.343466568969
"1218",11.2960124634067
"1219",11.4240942512636
"1220",11.6526874073454
"1221",11.805595078933
"1222",11.870599909242
"1223",11.8342840637814
"1224",12.1226910365911
"1225",11.8844890214027
"1226",12.273731294004
"1227",11.8981878657609
"1228",12.8139178962537
"1229",11.7519423654407
"1230",12.1547793511426
"1231",11.7943379244084
"1232",11.5307653830986
"1233",11.8635823365834
"1234",11.7752897294377
"1235",11.8414159318498
"1236",12.0753943218881
"1237",12.1807548375459
"1238",11.8670972786908
"1239",12.4908755772311
"1240",12.3234111379474
"1241",12.4225057319529
"1242",12.0435537160324
"1243",13.0497926845695
"1244",12.3458345879053
"1245",12.0895388292742
"1246",12.136186518066
"1247",12.04296530766
"1248",11.7714361601217
"1249",11.6868787720937
"1250",12.4049235042753
"1251",12.0537952100846
"1252",11.7752897294377
"1253",12.5913350463208
"1254",12.0161220615717
"1255",11.7558716435806
"1256",12.6165252951494
